flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,total_bytes,packets_per_sec,bytes_per_sec,label,is_attack
38,2026-02-02 14:52:55.138581,172.16.0.90,51426,204.116.114.7,80,TCP,1398.5010183121062,36,3,40068,1194,41262,27.887001503274053,29504.447590463948,BENIGN,False
39,2026-02-02 14:52:55.138587,10.0.0.90,52931,172.16.0.174,3389,ICMP,791.9126263441999,3,0,1047,0,1047,3.7882967138044705,1322.11555311776,BENIGN,False
40,2026-02-02 14:52:55.138593,10.0.0.10,52941,20.190.128.0,443,TCP,3391.467166708467,2,10,328,90,418,3.5382916626158596,123.25049291445244,BENIGN,False
41,2026-02-02 14:52:55.138598,192.168.2.66,55608,20.190.128.0,36311,TCP,5184.843931476369,1,22,1538,21670,23208,4.436006233547481,4476.123159485649,BENIGN,False
42,2026-02-02 14:52:55.138605,192.168.1.243,59840,85.160.63.185,443,UDP,462.28739649736673,2,6,184,1950,2134,17.305252231866913,4616.176032850499,BENIGN,False
43,2026-02-02 14:52:55.138610,10.0.0.142,54854,20.190.128.0,53,TCP,13756.467354035209,11,6,561,2286,2847,1.2357823823871004,206.95720250918086,BENIGN,False
44,2026-02-02 14:52:55.138615,10.0.0.104,64388,1.155.146.54,443,TCP,23052.848739231587,1,5,1049,2700,3749,0.26027152079426674,162.62632190961767,BENIGN,False
45,2026-02-02 14:52:55.138621,192.168.2.131,56848,204.86.43.73,443,TCP,5970.372126508365,12,3,2076,1986,4062,2.512406208886079,680.3596013663503,BENIGN,False
46,2026-02-02 14:52:55.138625,192.168.2.207,51538,8.8.8.8,41084,TCP,8306.640995435144,20,19,7160,5282,12442,4.6950385867683675,1497.837694783898,BENIGN,False
47,2026-02-02 14:52:55.138631,192.168.2.184,52644,127.204.124.38,53,TCP,8004.749661542437,10,9,7940,7938,15878,2.3735907808938133,1983.5723378437876,BENIGN,False
48,2026-02-02 14:52:55.138636,192.168.2.46,64109,172.16.0.13,8977,TCP,2062.412035688271,4,0,1724,0,1724,1.9394766568384163,835.9144390973574,BENIGN,False
49,2026-02-02 14:52:55.138641,172.16.0.171,63763,144.162.226.157,28990,UDP,626.6069481821096,3,0,2592,0,2592,4.7876902876731515,4136.564408549603,BENIGN,False
50,2026-02-02 14:52:55.138647,172.16.0.116,65031,10.0.0.193,53,TCP,679.4452064871399,7,11,847,4290,5137,26.49220250307365,7560.58023657163,BENIGN,False
51,2026-02-02 14:52:55.138651,10.0.0.113,51792,104.244.42.1,22,TCP,446.0551449494864,1,6,388,2430,2818,15.69312691324907,6317.604520219412,BENIGN,False
52,2026-02-02 14:52:55.138657,192.168.2.99,55929,181.109.32.107,443,TCP,6474.802814583421,37,5,7215,3170,10385,6.486684027720806,1603.9098482828708,BENIGN,False
53,2026-02-02 14:52:55.138662,172.16.0.232,60678,192.168.1.220,443,UDP,315.8514654361373,2,4,170,460,630,18.99627089497596,1994.6084439724757,BENIGN,False
54,2026-02-02 14:52:55.138669,172.16.0.219,60166,214.214.112.125,80,TCP,3983.953241566573,12,8,1968,9912,11880,5.02013924042331,2981.962708811446,BENIGN,False
55,2026-02-02 14:52:55.138673,172.16.0.186,50035,172.217.14.206,36028,UDP,1339.0174048752262,6,1,120,773,893,5.227713974824906,666.9069399312344,BENIGN,False
56,2026-02-02 14:52:55.138680,192.168.1.22,59878,172.16.0.35,80,UDP,1216.2406117006883,4,4,936,1572,2508,6.577645840006506,2062.0919708420392,BENIGN,False
57,2026-02-02 14:52:55.138686,10.0.0.87,50858,98.142.215.65,53,UDP,699.4394526077897,3,1,1320,1126,2446,5.718865278597599,3497.0861178624323,BENIGN,False
58,2026-02-02 14:52:55.138691,10.0.0.58,57254,192.168.1.200,80,ICMP,428.3912227887722,2,0,490,0,490,4.668629732841525,1143.8142845461737,BENIGN,False
59,2026-02-02 14:52:55.138698,192.168.2.33,52905,30.111.238.180,443,TCP,3064.7798702554564,7,22,1701,28578,30279,9.462343537770229,9879.665516556717,BENIGN,False
60,2026-02-02 14:52:55.138702,192.168.2.247,61450,10.0.0.28,38759,TCP,11787.880918849596,2,0,106,0,106,0.16966577909706132,8.99228629214425,BENIGN,False
61,2026-02-02 14:52:55.138708,192.168.2.20,53118,213.124.52.179,40372,UDP,99.20501165575413,4,2,2384,792,3176,60.48081543319878,32014.51163597322,BENIGN,False
62,2026-02-02 14:52:55.138713,192.168.1.89,62916,172.16.0.170,443,TCP,10497.079070434735,13,13,2145,1014,3159,2.4768795038640414,300.94085971948107,BENIGN,False
63,2026-02-02 14:52:55.138718,192.168.1.111,54923,10.0.0.163,80,UDP,1388.7563960054247,10,2,8750,308,9058,8.64082429036253,6522.382201841983,BENIGN,False
64,2026-02-02 14:52:55.138723,10.0.0.158,57196,172.16.0.120,80,TCP,11293.952572729631,4,0,4712,0,4712,0.3541718432268254,417.21443132120027,BENIGN,False
65,2026-02-02 14:52:55.138729,192.168.1.72,60175,172.16.0.63,443,UDP,384.65363338503886,9,2,261,636,897,28.597156104304837,2331.9680932328583,BENIGN,False
66,2026-02-02 14:52:55.138735,10.0.0.47,49484,91.132.174.72,80,UDP,582.5552749872835,3,2,129,964,1093,8.582876534950515,1876.2168105401825,BENIGN,False
67,2026-02-02 14:52:55.138740,192.168.2.22,65235,20.190.128.0,443,TCP,377.7304476289857,17,9,714,315,1029,68.83215309542034,2724.1648282764436,BENIGN,False
68,2026-02-02 14:52:55.138746,192.168.1.24,64659,20.190.128.0,443,TCP,21577.29281029046,4,3,3348,3528,6876,0.32441511831649333,318.66833622060113,BENIGN,False
69,2026-02-02 14:52:55.138751,10.0.0.109,55462,141.169.180.180,80,TCP,21343.86969800992,13,3,559,1800,2359,0.7496297637860778,110.52353829820986,BENIGN,False
70,2026-02-02 14:52:55.138757,192.168.2.50,58425,172.217.14.206,53,TCP,4086.802037807465,5,18,290,4878,5168,5.627872303875845,1264.5584376708857,BENIGN,False
71,2026-02-02 14:52:55.138762,192.168.2.76,58140,192.168.2.93,443,TCP,57.09294716270834,6,0,378,0,378,105.09178975996262,6620.782754877645,BENIGN,False
72,2026-02-02 14:52:55.138766,192.168.1.142,49553,208.67.222.222,80,TCP,5237.841932034858,13,7,21281,1309,22590,3.818366468388283,4312.844926044566,BENIGN,False
73,2026-02-02 14:52:55.138772,172.16.0.123,65265,48.26.129.241,80,UDP,336.4691574205587,3,1,3324,300,3624,11.888162441588456,10770.675172079142,BENIGN,False
74,2026-02-02 14:52:55.138777,192.168.1.39,62789,104.244.42.1,443,TCP,24784.143039630166,1,6,1741,1776,3517,0.28243865397350676,141.9052494321176,BENIGN,False
75,2026-02-02 14:52:55.138782,192.168.2.199,51125,116.226.152.221,443,TCP,4963.141451905937,11,4,5423,1404,6827,3.0222793658721385,1375.5400820539394,BENIGN,False
76,2026-02-02 14:52:55.138788,192.168.1.243,54281,161.108.135.170,443,TCP,11571.163847413238,1,2,1501,1766,3267,0.2592651905685924,282.3397925291971,BENIGN,False
77,2026-02-02 14:52:55.138794,172.16.0.177,56800,75.16.118.74,443,TCP,3040.8763097981,9,2,936,498,1434,3.6173783078767676,471.5745903177531,BENIGN,False
78,2026-02-02 14:52:55.138800,192.168.2.109,53812,192.168.1.140,80,TCP,2179.767673083667,8,0,14656,0,14656,3.6701159021606116,6723.652332758241,BENIGN,False
79,2026-02-02 14:52:55.138805,192.168.2.203,58072,192.147.224.32,443,TCP,5989.3194095639465,7,2,5880,922,6802,1.5026749092106355,1135.688303605638,BENIGN,False
80,2026-02-02 14:52:55.138810,172.16.0.113,49999,8.8.8.8,443,UDP,177.47365410048837,8,0,1888,0,1888,45.07711322307183,10638.19872064495,BENIGN,False
81,2026-02-02 14:52:55.138817,192.168.1.196,63435,69.20.89.121,80,TCP,21821.377341100837,1,7,239,9807,10046,0.3666129719929227,460.3742395801127,BENIGN,False
82,2026-02-02 14:52:55.138821,172.16.0.249,54421,13.107.42.14,80,TCP,9229.566037168173,18,5,4806,635,5441,2.491991487722958,589.5185080304615,BENIGN,False
83,2026-02-02 14:52:55.138827,172.16.0.74,62396,103.18.232.23,25,TCP,290.13481922418106,20,13,81720,29601,111321,113.74022631355251,383687.1434379085,BENIGN,False
84,2026-02-02 14:52:55.138832,192.168.1.169,65486,172.16.0.106,443,TCP,4053.2579632069696,14,23,13258,2599,15857,9.128459213764256,3912.161560882697,BENIGN,False
85,2026-02-02 14:52:55.138837,192.168.1.53,53130,208.67.222.222,443,UDP,598.8268273998644,6,2,4434,586,5020,13.359454910756742,8383.057956499857,BENIGN,False
86,2026-02-02 14:52:55.138842,192.168.2.182,52869,142.250.80.46,80,TCP,9558.85055654242,8,6,8368,1236,9604,1.4646112434949512,1004.7233130375364,BENIGN,False
87,2026-02-02 14:52:55.138847,192.168.1.166,64119,128.149.139.107,16997,UDP,143.88795539029894,4,1,860,356,1216,34.74926018955097,8451.020078098794,BENIGN,False
88,2026-02-02 14:52:55.138853,172.16.0.49,57906,131.69.35.71,23298,UDP,497.9818675611507,9,5,1791,2005,3796,28.113473425376963,7622.767508766497,BENIGN,False
89,2026-02-02 14:52:55.138857,10.0.0.186,54021,10.0.0.215,33113,TCP,1373.1423385780147,1,1,68,65,133,1.456513242517262,96.85813062739793,BENIGN,False
90,2026-02-02 14:52:55.138863,172.16.0.89,61701,196.193.233.239,443,TCP,747.3003303375827,10,1,2120,908,3028,14.719650926731024,4051.9184551037765,BENIGN,False
91,2026-02-02 14:52:55.138869,172.16.0.12,65382,122.195.197.254,25,TCP,3211.905708232968,11,1,1166,16,1182,3.7360997146462958,368.0058218926601,BENIGN,False
92,2026-02-02 14:52:55.138874,192.168.2.129,64124,10.0.0.223,80,TCP,925.2367203279044,3,1,138,51,189,4.323217952895771,204.2720482743252,BENIGN,False
93,2026-02-02 14:52:55.138879,192.168.2.105,51783,40.38.240.201,443,ICMP,308.81467168268955,3,2,345,362,707,16.1909405817919,2289.3989982653748,BENIGN,False
94,2026-02-02 14:52:55.138885,172.16.0.245,50328,10.0.0.161,22,TCP,3500.0259235716517,11,0,8833,0,8833,3.14283386472032,2523.6955933704166,BENIGN,False
95,2026-02-02 14:52:55.138890,192.168.2.162,52445,74.116.46.112,443,ICMP,42.64771518816713,4,0,4136,0,4136,93.79165993656383,96980.576374407,BENIGN,False
96,2026-02-02 14:52:55.138896,192.168.1.12,55052,15.150.183.96,443,TCP,315.11413780081705,3,13,2067,1053,3120,50.77525277559449,9901.174291240926,BENIGN,False
97,2026-02-02 14:52:55.138901,192.168.1.157,64211,159.123.254.234,443,TCP,1174.4951559076662,4,5,1924,920,2844,7.66286685366929,2421.465925759496,BENIGN,False
98,2026-02-02 14:52:55.138907,192.168.1.231,63055,74.80.37.114,20629,UDP,620.8911092209177,3,3,888,912,1800,9.663530224371687,2899.059067311506,BENIGN,False
99,2026-02-02 14:52:55.138913,172.16.0.217,58826,99.247.54.61,443,TCP,1388.4640163032666,3,3,30,465,495,4.3213219280790405,356.5090590665208,BENIGN,False
100,2026-02-02 14:52:55.138918,172.16.0.71,58530,8.8.8.8,53,UDP,237.55693562362987,6,1,2646,547,3193,29.466620208851136,13440.988332408811,BENIGN,False
101,2026-02-02 14:52:55.138923,192.168.2.156,53633,10.0.0.57,443,TCP,2825.1732469149106,1,2,225,830,1055,1.0618817813300476,373.4284264344001,BENIGN,False
102,2026-02-02 14:52:55.138929,192.168.1.80,55731,9.186.67.24,443,UDP,845.7817212014196,4,1,348,82,430,5.911690776312331,508.4054067628605,BENIGN,False
103,2026-02-02 14:52:55.138936,10.0.0.136,60251,70.84.131.234,53,UDP,335.60584821544654,3,2,759,2790,3549,14.898429293133727,10574.905112266319,BENIGN,False
104,2026-02-02 14:52:55.138941,172.16.0.247,62174,192.168.1.37,443,UDP,2006.2440619681547,7,2,1939,566,2505,4.485994585908391,1248.6018264111688,BENIGN,False
105,2026-02-02 14:52:55.138946,10.0.0.24,57742,172.16.0.4,443,TCP,1388.0629178480292,1,7,170,2436,2606,5.76342750543522,1877.436509895523,BENIGN,False
106,2026-02-02 14:52:55.138952,10.0.0.28,64365,121.12.167.235,443,TCP,838.323763853399,6,6,156,984,1140,14.314278704019284,1359.856476881832,BENIGN,False
107,2026-02-02 14:52:55.138956,10.0.0.167,65294,172.16.0.30,20970,TCP,721.746634159658,1,36,194,23904,24098,51.26452725765702,33388.448050135645,BENIGN,False
108,2026-02-02 14:52:55.138964,192.168.2.228,54215,100.232.189.172,443,UDP,293.8888342934014,9,3,6075,1023,7098,40.83176561930864,24151.989363821063,BENIGN,False
109,2026-02-02 14:52:55.138968,192.168.1.214,61293,172.16.0.158,3168,TCP,9220.385706607389,1,12,112,852,964,1.4099193259002296,104.5509407821401,BENIGN,False
110,2026-02-02 14:52:55.138973,172.16.0.244,60905,13.107.42.14,443,TCP,897.2232827997535,16,8,5920,1416,7336,26.749194386829608,8176.337084240917,BENIGN,False
111,2026-02-02 14:52:55.138979,10.0.0.49,50809,218.232.46.170,25,TCP,10486.013336471662,4,13,1156,2457,3613,1.6212071694465502,344.5542060711992,BENIGN,False
112,2026-02-02 14:52:55.138984,192.168.2.254,55940,192.168.2.202,53,TCP,3105.805299498013,3,11,1047,1155,2202,4.507687588228019,708.9948620912927,BENIGN,False
113,2026-02-02 14:52:55.138989,192.168.2.85,57365,202.1.141.220,36427,ICMP,1149.1699247752917,2,0,484,0,484,1.7403866537762718,421.1735702138578,BENIGN,False
114,2026-02-02 14:52:55.138994,192.168.1.34,53305,151.101.1.140,80,TCP,11847.478043548132,9,0,12645,0,12645,0.7596553432653287,1067.3157572877867,BENIGN,False
115,2026-02-02 14:52:55.138998,192.168.1.191,63963,192.168.1.122,443,TCP,2039.131577756547,1,12,483,3648,4131,6.375262951056157,2025.862403908691,BENIGN,False
116,2026-02-02 14:52:55.139004,192.168.1.187,62312,222.154.234.165,443,ICMP,1121.6516652682226,4,2,3104,130,3234,5.349254305760968,2883.2480708051617,BENIGN,False
117,2026-02-02 14:52:55.139010,172.16.0.19,59807,83.75.33.33,443,TCP,1867.8127569790024,2,10,34,3370,3404,6.424626855750136,1822.4524847477885,BENIGN,False
118,2026-02-02 14:52:55.139015,10.0.0.117,56197,111.50.58.219,37156,TCP,7187.068579298894,20,3,17200,138,17338,3.2001920875289147,2412.3882788511446,BENIGN,False
119,2026-02-02 14:52:55.139020,192.168.2.106,61417,117.204.212.187,443,TCP,9368.719786058438,1,4,798,256,1054,0.5336908472212483,112.50203059423914,BENIGN,False
120,2026-02-02 14:52:55.139025,172.16.0.18,61362,192.168.1.213,53,TCP,1301.9651122237547,12,10,6144,4730,10874,16.897534191545294,8351.990309039253,BENIGN,False
121,2026-02-02 14:52:55.139030,192.168.1.151,63010,10.0.0.172,443,TCP,3912.345505978191,2,3,200,2868,3068,1.2780057365485327,784.1843199461797,BENIGN,False
122,2026-02-02 14:52:55.139035,192.168.1.248,54222,10.0.0.154,443,TCP,4378.045273182993,5,4,7355,264,7619,2.0557119532609773,1740.274374655043,BENIGN,False
123,2026-02-02 14:52:55.139040,192.168.2.217,63213,142.250.80.46,443,TCP,4412.22304554277,7,7,63,5754,5817,3.1730036889551196,1318.383032760852,BENIGN,False
124,2026-02-02 14:52:55.139045,192.168.1.156,60287,10.0.0.8,443,TCP,13449.94268345626,8,9,10224,4419,14643,1.2639459066922563,1088.7035242173356,BENIGN,False
125,2026-02-02 14:52:55.139050,192.168.2.223,52158,20.190.128.0,25,TCP,827.5525456206086,8,7,2200,3731,5931,18.125737246993797,7166.9165074613475,BENIGN,False
126,2026-02-02 14:52:55.139055,192.168.2.97,51935,172.16.0.117,443,TCP,13618.384428812373,25,4,1500,6700,8200,2.1294743257977644,602.1272231566093,BENIGN,False
127,2026-02-02 14:52:55.139060,192.168.2.41,63636,192.168.1.173,443,TCP,9128.590554092214,1,20,1019,5840,6859,2.300464663801358,751.3755775720722,BENIGN,False
128,2026-02-02 14:52:55.139065,192.168.2.194,59258,89.220.56.73,443,TCP,4473.568934145374,5,0,1020,0,1020,1.11767585871686,228.00587517823945,BENIGN,False
129,2026-02-02 14:52:55.139071,172.16.0.253,59903,2.104.154.243,80,TCP,23.213920331714423,4,4,1540,4036,5576,344.6208087942195,240200.703729571,BENIGN,False
130,2026-02-02 14:52:55.139077,172.16.0.192,62163,34.194.117.129,443,TCP,2125.8855544539506,4,10,1200,1010,2210,6.585490912560438,1039.5667797684691,BENIGN,False
131,2026-02-02 14:52:55.139081,192.168.1.112,63218,192.168.1.118,38756,UDP,602.2823505761551,3,4,1632,312,1944,11.622455802172624,3227.722011346226,BENIGN,False
132,2026-02-02 14:52:55.139089,172.16.0.75,64228,8.8.8.8,445,ICMP,1622.9991361362133,3,0,240,0,240,1.8484298193417026,147.8743855473362,BENIGN,False
133,2026-02-02 14:52:55.139095,192.168.1.63,54661,103.40.202.223,443,TCP,446.0671882525157,57,5,25764,135,25899,138.99251420595905,58060.76008742151,BENIGN,False
134,2026-02-02 14:52:55.139101,192.168.1.136,52520,199.178.179.187,80,ICMP,693.0681276079995,2,1,234,913,1147,4.328578794055878,1654.9599589273641,BENIGN,False
135,2026-02-02 14:52:55.139107,192.168.2.195,59742,20.90.252.119,443,UDP,229.58882816083334,2,1,1494,241,1735,13.066837894648849,7556.987915738585,BENIGN,False
136,2026-02-02 14:52:55.139112,10.0.0.39,50992,172.16.0.18,53,TCP,3715.788272962984,5,4,2050,268,2318,2.4220970999575724,623.8245641890725,BENIGN,False
137,2026-02-02 14:52:55.139118,192.168.1.80,52110,10.29.188.213,25,TCP,1004.0254310431275,19,23,4427,2898,7325,41.83160973957035,7295.631936722685,BENIGN,False
138,2026-02-02 14:52:55.139124,172.16.0.119,64737,203.21.230.233,443,UDP,1032.8232650944572,2,2,250,210,460,3.8728794510977433,445.3811368762405,BENIGN,False
139,2026-02-02 14:52:55.139128,192.168.1.116,50434,13.107.42.14,443,ICMP,557.2073614139259,2,2,18,86,104,7.178656056965781,186.64505748111029,BENIGN,False
140,2026-02-02 14:52:55.139134,172.16.0.135,50867,41.186.190.235,443,TCP,8045.0921364812075,1,8,136,328,464,1.1186944595934054,57.674914361260015,BENIGN,False
141,2026-02-02 14:52:55.139139,10.0.0.17,54079,10.0.0.25,80,TCP,1393.0975820572364,12,15,10632,3030,13662,19.38126973139107,9806.92248408388,BENIGN,False
142,2026-02-02 14:52:55.139145,192.168.2.235,59915,168.200.66.153,443,TCP,5514.383892022975,2,2,2266,10,2276,0.7253756862641247,412.738765484287,BENIGN,False
143,2026-02-02 14:52:55.139150,192.168.1.166,56170,172.16.0.131,80,TCP,446.93569815224566,2,0,200,0,200,4.474916656397211,447.491665639721,BENIGN,False
144,2026-02-02 14:52:55.139155,172.16.0.50,50388,208.67.222.222,53,TCP,2735.931591839002,22,13,4598,1560,6158,12.79271751691502,2250.7872705475056,BENIGN,False
145,2026-02-02 14:52:55.139161,192.168.2.153,56935,42.92.84.185,443,TCP,2387.6990405426886,8,2,3912,420,4332,4.188132520138362,1814.2990077239383,BENIGN,False
146,2026-02-02 14:52:55.139166,10.0.0.193,64520,172.16.0.60,53,TCP,4015.336832574222,5,2,7410,1152,8562,1.7433157644989692,2132.3242250914536,BENIGN,False
147,2026-02-02 14:52:55.139171,192.168.2.95,62870,172.16.0.119,443,UDP,150.95449812302087,5,3,375,2160,2535,52.99610213324265,16793.139863471264,BENIGN,False
148,2026-02-02 14:52:55.139178,192.168.2.206,52513,192.168.2.224,22,TCP,20803.12081593617,7,1,1106,7,1113,0.3845576858771893,53.50158804766396,BENIGN,False
149,2026-02-02 14:52:55.139183,192.168.1.73,63487,192.168.1.196,443,TCP,12284.442638467784,1,6,160,1938,2098,0.5698264224117129,170.78511917425337,BENIGN,False
150,2026-02-02 14:52:55.139189,192.168.2.210,51826,90.13.212.14,443,TCP,5269.443169930135,17,1,85,58,143,3.415920699689158,27.13759222530831,BENIGN,False
151,2026-02-02 14:52:55.139194,192.168.1.82,53699,215.171.74.36,31986,TCP,11513.857644265909,20,7,9160,3059,12219,2.34500033213859,1061.2429280889419,BENIGN,False
152,2026-02-02 14:52:55.139199,172.16.0.115,63021,192.168.1.232,53,TCP,964.1101431927608,24,4,5784,1168,6952,29.042324881340637,7210.794377681432,BENIGN,False
153,2026-02-02 14:52:55.139205,10.0.0.61,65530,13.122.214.164,80,UDP,48.104664291977215,3,2,657,1014,1671,103.9400248103153,34736.756291607366,BENIGN,False
154,2026-02-02 14:52:55.139211,192.168.1.162,55289,62.73.149.110,443,TCP,1762.8576980277544,8,5,4352,5520,9872,7.374389898029834,5599.998236411579,BENIGN,False
155,2026-02-02 14:52:55.139217,192.168.1.135,57463,18.10.199.224,25,TCP,6594.526356275214,2,0,304,0,304,0.30328182676786813,46.09883766871595,BENIGN,False
156,2026-02-02 14:52:55.139222,10.0.0.202,60047,192.168.1.89,80,TCP,263.9763904988734,6,7,1218,4123,5341,49.24682838276585,20232.870030180955,BENIGN,False
157,2026-02-02 14:52:55.139227,10.0.0.140,51219,165.89.237.252,53,TCP,563.59457382339,1,10,342,4660,5002,19.51757612813178,8875.174162992287,BENIGN,False
