flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,total_bytes,packets_per_sec,bytes_per_sec,label,is_attack
19,2026-02-02 14:52:55.208349,192.168.1.10,51529,69.62.44.251,443,TCP,8679.93237418175,14,4,1554,1992,3546,2.073748875456745,408.5285284649788,BENIGN,False
20,2026-02-02 14:52:55.208354,172.16.0.28,56765,151.101.1.140,443,TCP,9331.625170732235,4,4,880,436,1316,0.8572997579340463,141.02581018015061,BENIGN,False
21,2026-02-02 14:52:55.208359,192.168.2.45,56583,192.168.2.115,59756,TCP,5297.604187403565,4,8,896,1408,2304,2.265174893309909,434.9135795155026,BENIGN,False
22,2026-02-02 14:52:55.208365,192.168.1.86,52143,131.65.246.233,80,TCP,1086.127987966672,43,0,17071,0,17071,39.59017765530545,15717.300529156264,BENIGN,False
23,2026-02-02 14:52:55.208370,172.16.0.193,52307,192.168.2.180,443,TCP,388.48187048579916,22,0,10802,0,10802,56.63069932321128,27805.673367696738,BENIGN,False
24,2026-02-02 14:52:55.208375,192.168.2.43,60048,100.194.77.204,50511,UDP,1240.8193404684125,7,1,7567,129,7696,6.447352760459053,6202.353355561609,BENIGN,False
25,2026-02-02 14:52:55.208380,192.168.2.79,65107,62.240.124.52,443,TCP,4348.519743074888,24,39,768,41145,41913,14.487688621013824,9638.452272580196,BENIGN,False
26,2026-02-02 14:52:55.208386,10.0.0.194,59366,192.168.1.194,80,UDP,728.0711986485928,7,5,1344,3380,4724,16.48190454762359,6488.376423581153,BENIGN,False
27,2026-02-02 14:52:55.208391,192.168.1.194,57796,33.130.189.199,41465,UDP,2058.905229743812,6,0,768,0,768,2.9141700712210903,373.01376911629956,BENIGN,False
28,2026-02-02 14:52:55.208396,192.168.1.117,50616,10.0.0.24,443,TCP,6706.959726142201,24,7,7248,1050,8298,4.6220644324386,1237.2222793669516,BENIGN,False
29,2026-02-02 14:52:55.208401,172.16.0.12,61979,10.0.0.15,443,TCP,2398.1035688468755,10,13,690,6812,7502,9.590911876695765,3128.3052564770273,BENIGN,False
30,2026-02-02 14:52:55.208406,192.168.2.108,58475,172.16.0.70,80,TCP,27.26477773126543,10,4,1110,1592,2702,513.4830049960661,99102.21996424076,BENIGN,False
31,2026-02-02 14:52:55.208411,192.168.2.195,50684,192.168.2.133,80,TCP,89.75712742425395,18,5,4158,1105,5263,256.24705981605416,58636.01199182144,BENIGN,False
32,2026-02-02 14:52:55.208416,192.168.1.183,64879,193.250.146.117,80,TCP,1540.0725761294493,5,32,3485,9408,12893,24.024841798682868,8371.68338676806,BENIGN,False
33,2026-02-02 14:52:55.208422,192.168.2.198,64021,17.198.51.160,443,UDP,620.6080602776224,6,2,4824,2454,7278,12.890583464902608,11727.208307195147,BENIGN,False
34,2026-02-02 14:52:55.208428,10.0.0.213,62824,196.39.119.222,36333,UDP,111.132957435882,5,4,2925,3748,6673,80.98407715994183,60045.194098699096,BENIGN,False
35,2026-02-02 14:52:55.208440,192.168.2.234,57519,192.168.1.96,80,TCP,3380.5434514317567,15,1,3135,118,3253,4.732966823196295,962.2713172410968,BENIGN,False
36,2026-02-02 14:52:55.208445,192.168.2.136,57231,192.168.2.144,443,TCP,1324.2469707499688,14,22,4536,264,4800,27.1852613562045,3624.7015141606,BENIGN,False
37,2026-02-02 14:52:55.208449,192.168.1.50,64953,142.250.80.46,443,TCP,4483.9052479455,4,5,48,745,793,2.0071788992695034,176.8547630134129,BENIGN,False
38,2026-02-02 14:52:55.208454,10.0.0.48,60898,208.67.222.222,80,TCP,9744.049021479708,5,6,2935,4782,7717,1.1288941563975798,791.9705640836477,BENIGN,False
39,2026-02-02 14:52:55.208459,192.168.1.146,54213,10.0.0.46,443,TCP,8964.203604407461,14,2,2548,1398,3946,1.7848769066482633,440.19526710212796,BENIGN,False
40,2026-02-02 14:52:55.208464,192.168.2.185,60635,105.125.101.83,22941,TCP,4228.487067097414,2,0,404,0,404,0.4729824091369096,95.54244664565573,BENIGN,False
41,2026-02-02 14:52:55.208468,172.16.0.82,62988,192.168.2.147,34863,TCP,8079.824890094618,22,11,12144,7667,19811,4.084246929714531,2451.909573471957,BENIGN,False
42,2026-02-02 14:52:55.208473,192.168.2.170,55070,192.168.2.183,443,ICMP,32.34439657041717,3,0,2274,0,2274,92.75176902647365,70305.84092206703,BENIGN,False
43,2026-02-02 14:52:55.208478,192.168.2.33,49532,20.190.128.0,443,UDP,141.85576633981952,3,1,624,343,967,28.197655288949523,6816.783166103547,BENIGN,False
44,2026-02-02 14:52:55.208484,192.168.2.129,59237,104.31.181.158,53,TCP,1164.129483110963,25,2,14800,1140,15940,23.19329627134476,13692.634909823535,BENIGN,False
45,2026-02-02 14:52:55.208489,192.168.2.234,65015,192.168.1.99,80,TCP,30264.563148650195,15,3,3045,1629,4674,0.5947549915585946,154.43804614138173,BENIGN,False
46,2026-02-02 14:52:55.208494,192.168.2.208,63603,4.253.238.195,443,UDP,388.94588660374137,5,4,2345,1848,4193,23.13946569428362,10780.419961792357,BENIGN,False
47,2026-02-02 14:52:55.208500,172.16.0.172,59876,180.19.178.125,443,TCP,8587.321181822841,3,2,528,474,1002,0.5822537545915621,116.68365242014906,BENIGN,False
48,2026-02-02 14:52:55.208505,192.168.1.21,55790,172.16.0.97,80,TCP,4451.2147947945505,21,51,4914,2142,7056,16.17535960839275,1585.1852416224897,BENIGN,False
49,2026-02-02 14:52:55.208510,192.168.2.133,53875,10.0.0.69,22,UDP,1724.017661225542,7,3,2268,1497,3765,5.800404615861859,2183.8523378719897,BENIGN,False
50,2026-02-02 14:52:55.208514,192.168.1.240,60198,20.190.128.0,443,TCP,6149.244861800725,6,1,6528,94,6622,1.1383511564947086,1076.8801940439944,BENIGN,False
51,2026-02-02 14:52:55.208519,172.16.0.172,55560,192.168.2.112,443,ICMP,281.5951719194722,2,1,2432,1118,3550,10.653591748575542,12606.75023581439,BENIGN,False
52,2026-02-02 14:52:55.208524,192.168.1.250,56395,10.0.0.21,443,TCP,4320.499242881176,19,9,6194,2106,8300,6.480732532504247,1921.0742864209017,BENIGN,False
53,2026-02-02 14:52:55.208529,192.168.1.136,61692,20.190.128.0,80,TCP,638.8545152591231,5,4,1595,576,2171,14.087714471814524,3398.269790923259,BENIGN,False
54,2026-02-02 14:52:55.208534,10.0.0.187,55664,148.55.132.79,80,TCP,11009.546755447003,1,0,553,0,553,0.09083026051960288,50.2291340673404,BENIGN,False
55,2026-02-02 14:52:55.208539,192.168.2.126,58391,1.1.1.1,443,TCP,9334.47955417973,3,15,51,29130,29181,1.9283346110003619,3126.15179353342,BENIGN,False
56,2026-02-02 14:52:55.208544,172.16.0.209,54308,217.237.38.228,22,TCP,16917.589686922533,35,0,44240,0,44240,2.068852634903148,2615.0297305175786,BENIGN,False
57,2026-02-02 14:52:55.208550,192.168.2.176,50979,191.142.20.214,443,UDP,665.502108218284,4,3,4512,126,4638,10.518373891768361,6969.17401571738,BENIGN,False
58,2026-02-02 14:52:55.208556,192.168.2.108,63026,185.22.104.34,443,TCP,10005.100647374256,24,11,408,1936,2344,3.498215683535919,234.28050177737697,BENIGN,False
59,2026-02-02 14:52:55.208562,10.0.0.206,54326,21.50.14.105,443,TCP,4911.7226576760995,1,13,0,6175,6175,2.8503238020006343,1257.1963912395654,BENIGN,False
60,2026-02-02 14:52:55.208567,10.0.0.135,56497,117.62.93.28,80,TCP,4161.3045987238975,2,7,1956,3479,5435,2.1627832778114664,1306.0807905450356,BENIGN,False
61,2026-02-02 14:52:55.208573,192.168.1.34,57296,86.121.247.22,443,TCP,5173.2956600731,11,5,2772,215,2987,3.0928060275940066,577.3882252764561,BENIGN,False
62,2026-02-02 14:52:55.208579,172.16.0.29,63725,223.184.33.63,443,TCP,137.10682733534375,5,7,975,2247,3222,87.52299380868695,23499.923837632443,BENIGN,False
63,2026-02-02 14:52:55.208583,10.0.0.154,51548,192.168.1.205,443,TCP,5883.449395077607,1,8,924,4680,5604,1.5297148654885786,952.5024562442215,BENIGN,False
64,2026-02-02 14:52:55.208588,172.16.0.234,53373,10.0.0.163,80,TCP,344.17528704024744,4,5,1028,405,1433,26.149466097336475,4163.5761019425745,BENIGN,False
65,2026-02-02 14:52:55.208594,192.168.1.128,56940,70.57.250.85,53,UDP,2267.486976736406,3,3,837,705,1542,2.646101195534009,680.0480072522403,BENIGN,False
66,2026-02-02 14:52:55.208600,192.168.2.47,50394,109.128.18.141,53,TCP,15281.820004566407,1,2,2,606,608,0.19631169579955535,39.78583701537655,BENIGN,False
67,2026-02-02 14:52:55.208605,172.16.0.84,62960,140.148.57.208,80,TCP,7543.450123744022,18,19,4050,5719,9769,4.904917430757251,1295.030767055881,BENIGN,False
68,2026-02-02 14:52:55.208611,10.0.0.53,65307,87.9.92.82,443,TCP,8692.512950522741,13,3,7748,2577,10325,1.8406644995608326,1187.8038098728498,BENIGN,False
69,2026-02-02 14:52:55.208616,10.0.0.65,61155,142.250.80.46,46980,TCP,310.6073435696961,10,3,1890,2763,4653,41.85348566004839,14980.328367400398,BENIGN,False
70,2026-02-02 14:52:55.208624,172.16.0.133,58329,192.168.1.65,443,ICMP,1836.3086553724788,2,2,1150,692,1842,2.178283039889411,1003.0993398690738,BENIGN,False
71,2026-02-02 14:52:55.208629,172.16.0.207,53531,10.0.0.242,53,TCP,23180.942974440488,2,0,44,0,44,0.08627776713851622,1.898110877047357,BENIGN,False
72,2026-02-02 14:52:55.208635,192.168.1.47,65292,21.126.8.93,443,TCP,6514.0077933076045,12,11,8484,341,8825,3.5308523922292294,1354.7727113662152,BENIGN,False
73,2026-02-02 14:52:55.208641,172.16.0.201,62529,161.210.76.51,443,ICMP,275.3887037628542,3,2,741,524,1265,18.15615503352547,4593.507223481944,BENIGN,False
74,2026-02-02 14:52:55.208645,192.168.2.106,61527,172.16.0.173,25040,TCP,4356.953887768952,1,22,450,4202,4652,5.278917471347745,1067.7184381178135,BENIGN,False
75,2026-02-02 14:52:55.208649,192.168.1.7,65169,172.217.14.206,46781,TCP,26703.83476757043,3,2,5910,428,6338,0.18723902553771343,237.34418877160556,BENIGN,False
76,2026-02-02 14:52:55.208655,10.0.0.34,62875,192.168.1.79,443,TCP,4797.035980680334,1,6,61,1068,1129,1.4592344164588136,235.35366516885722,BENIGN,False
77,2026-02-02 14:52:55.208660,172.16.0.251,64679,10.0.0.79,443,UDP,353.5320122479735,5,2,5090,30,5120,19.800187132954957,14482.422588675627,BENIGN,False
78,2026-02-02 14:52:55.208666,10.0.0.84,64369,222.115.233.66,443,UDP,224.1799489961079,3,2,1506,342,1848,22.303511185502177,8243.377734161604,BENIGN,False
79,2026-02-02 14:52:55.208671,10.0.0.137,62040,172.16.0.175,443,ICMP,408.45909834334964,4,1,3276,1243,4519,12.241127741502806,11063.531252770235,BENIGN,False
80,2026-02-02 14:52:55.208676,172.16.0.21,55660,30.3.36.234,443,TCP,4880.019462396192,1,4,154,2408,2562,1.02458607768439,524.9979062054815,BENIGN,False
81,2026-02-02 14:52:55.208681,192.168.2.15,63516,104.244.42.1,443,ICMP,813.0258717286247,1,1,457,244,701,2.459946318494977,862.2111846324896,BENIGN,False
82,2026-02-02 14:52:55.208686,192.168.1.127,53570,1.1.1.1,443,UDP,167.75311317983503,3,4,1632,1440,3072,41.72798863348572,18312.62586886688,BENIGN,False
83,2026-02-02 14:52:55.208690,192.168.1.192,55656,208.67.222.222,25,TCP,8786.947848665519,4,2,676,480,1156,0.6828309560197543,131.55876419313933,BENIGN,False
84,2026-02-02 14:52:55.208695,10.0.0.108,54072,192.168.2.45,443,TCP,11792.072794942811,2,28,154,7896,8050,2.5440819881018633,682.6620001406666,BENIGN,False
85,2026-02-02 14:52:55.208701,10.0.0.82,55624,77.85.143.89,80,TCP,4108.991671297173,1,1,466,579,1045,0.48673741881024973,254.32030132835547,BENIGN,False
86,2026-02-02 14:52:55.208706,172.16.0.50,61211,172.16.0.14,80,TCP,1489.7685697058052,1,1,176,128,304,1.3424903979515113,204.0585404886297,BENIGN,False
87,2026-02-02 14:52:55.208711,172.16.0.86,49723,172.16.0.246,443,TCP,601.519124480812,19,0,10697,0,10697,31.58669313531707,17783.30823518351,BENIGN,False
88,2026-02-02 14:52:55.208716,10.0.0.52,56438,172.217.14.206,25,TCP,1418.5771845669326,1,4,46,24,70,3.524658407308598,49.345217702320376,BENIGN,False
89,2026-02-02 14:52:55.208720,192.168.1.231,54401,13.107.42.14,53,TCP,16636.44252064489,1,0,49,0,49,0.06010900459993512,2.9453412253968208,BENIGN,False
90,2026-02-02 14:52:55.208727,192.168.1.94,53367,129.180.167.93,443,UDP,1969.394020163853,6,4,7746,1892,9638,5.0777040539444736,4893.891167191684,BENIGN,False
91,2026-02-02 14:52:55.208733,192.168.2.106,61581,176.56.246.246,443,TCP,7365.887011042406,3,9,438,13986,14424,1.6291316961569553,1958.2162987806603,BENIGN,False
92,2026-02-02 14:52:55.208738,172.16.0.116,63777,192.168.2.214,60439,UDP,378.11236888601405,2,0,354,0,354,5.289432889731573,936.2296214824885,BENIGN,False
93,2026-02-02 14:52:55.208742,192.168.1.25,50501,192.168.2.115,443,TCP,287.1602743005421,6,1,6870,733,7603,24.376630845093135,26476.50347360616,BENIGN,False
94,2026-02-02 14:52:55.208748,10.0.0.27,53586,71.53.23.8,443,TCP,8811.546310732281,6,18,798,2538,3336,2.7236990141864768,378.5941629719203,BENIGN,False
95,2026-02-02 14:52:55.208753,172.16.0.239,57210,192.168.1.59,80,TCP,2031.485480151589,20,2,6420,660,7080,10.829513779423303,3485.134434468954,BENIGN,False
96,2026-02-02 14:52:55.208759,192.168.1.28,49766,183.175.212.47,80,TCP,3145.5617385765295,12,3,5796,1677,7473,4.7686236184917465,2375.728286732588,BENIGN,False
97,2026-02-02 14:52:55.208764,192.168.2.194,52673,3.126.147.74,49313,TCP,12460.458557209793,2,0,6150,0,6150,0.16050773659872833,493.5612900410896,BENIGN,False
98,2026-02-02 14:52:55.208769,192.168.2.176,57245,192.168.1.157,80,TCP,18823.626889941315,28,4,6860,936,7796,1.6999911965477639,414.160355258949,BENIGN,False
99,2026-02-02 14:52:55.208775,192.168.1.141,51979,4.197.56.174,443,TCP,3288.913954788692,9,2,19233,32,19265,3.3445691043342403,5857.556708636285,BENIGN,False
100,2026-02-02 14:52:55.208780,10.0.0.116,64982,20.190.128.0,443,TCP,681.8879137216651,9,16,22086,4384,26470,36.66291702334611,38818.69654431886,BENIGN,False
101,2026-02-02 14:52:55.208785,192.168.1.112,55426,37.122.1.81,80,TCP,11545.091543592114,12,1,15528,38,15566,1.1260196552720627,1348.278611843456,BENIGN,False
102,2026-02-02 14:52:55.208791,192.168.1.81,56643,220.3.179.171,443,UDP,545.407885013241,6,5,1890,870,2760,20.16839195445983,5060.4328903917385,BENIGN,False
103,2026-02-02 14:52:55.208800,192.168.1.225,58880,80.238.70.31,443,TCP,7229.681423018473,4,5,1148,2215,3363,1.2448681308895626,465.16572490906657,BENIGN,False
104,2026-02-02 14:52:55.208806,192.168.1.227,49735,223.44.36.5,443,TCP,3755.989523489178,40,14,10160,2380,12540,14.377036906598175,3338.6674594211318,BENIGN,False
105,2026-02-02 14:52:55.208811,192.168.1.173,60076,151.96.226.243,80,TCP,5128.905007704583,6,4,4818,3264,8082,1.9497339071357556,1575.7749437471177,BENIGN,False
106,2026-02-02 14:52:55.208816,192.168.2.213,51296,142.250.80.46,53,TCP,8998.175801428233,9,3,8136,555,8691,1.3336036397616617,965.8624360973835,BENIGN,False
107,2026-02-02 14:52:55.208821,192.168.2.73,62686,10.0.0.104,80,TCP,1555.8766920345147,4,11,7124,429,7553,9.640866835266692,4854.497813784621,BENIGN,False
108,2026-02-02 14:52:55.208827,10.0.0.132,52237,188.228.60.244,80,TCP,5456.06830008605,14,5,7406,1510,8916,3.4823610986871887,1634.1437660997356,BENIGN,False
109,2026-02-02 14:52:55.208833,10.0.0.128,57158,136.220.177.188,443,ICMP,312.94634599758837,3,2,27,794,821,15.977179679351588,2623.452903349531,BENIGN,False
110,2026-02-02 14:52:55.208838,172.16.0.123,52822,151.101.1.140,443,UDP,565.3622984223814,5,3,2105,144,2249,14.150218403886583,3977.9801487926156,BENIGN,False
111,2026-02-02 14:52:55.208843,192.168.1.20,50753,43.13.134.179,443,ICMP,43.7390717390633,1,2,64,370,434,68.58856122729976,9922.478524216032,BENIGN,False
112,2026-02-02 14:52:55.208849,192.168.1.49,60972,19.101.253.185,443,UDP,874.9566418340945,6,2,780,320,1100,9.143310213898491,1257.2051544110425,BENIGN,False
113,2026-02-02 14:52:55.208855,172.16.0.183,54646,22.223.36.126,23928,TCP,904.9291933827138,3,0,375,0,375,3.3151765043469386,414.3970630433673,BENIGN,False
114,2026-02-02 14:52:55.208859,192.168.2.186,55541,192.168.1.102,443,TCP,1474.704124818072,4,1,816,1239,2055,3.3905106223370938,1393.4998657805454,BENIGN,False
115,2026-02-02 14:52:55.208865,192.168.1.54,63774,119.141.31.213,443,TCP,5017.610008667958,6,9,1458,5328,6786,2.9894710776818822,1352.4367155432835,BENIGN,False
116,2026-02-02 14:52:55.208869,192.168.1.91,54354,192.168.1.105,10982,TCP,7335.237796776454,2,9,1188,3546,4734,1.4996105517988882,645.3778502014488,BENIGN,False
117,2026-02-02 14:52:55.208874,172.16.0.141,52998,10.0.0.87,443,UDP,2962.9379029061947,4,3,1800,711,2511,2.362519981648639,847.4696677028189,BENIGN,False
118,2026-02-02 14:52:55.208880,192.168.1.111,52413,198.159.73.58,443,TCP,3672.981931594201,5,9,870,10791,11661,3.8116168989493278,3174.804618474865,BENIGN,False
119,2026-02-02 14:52:55.208885,172.16.0.97,61288,43.148.58.24,4123,TCP,7131.683919638511,5,5,5185,3640,8825,1.4021933827525657,1237.4356602791393,BENIGN,False
120,2026-02-02 14:52:55.208889,192.168.1.141,62350,142.250.80.46,51147,TCP,5508.5997723398405,1,43,1069,7783,8852,7.987510768332784,1606.941939120041,BENIGN,False
121,2026-02-02 14:52:55.208893,10.0.0.121,57940,104.244.42.1,33487,TCP,2007.9172558153457,16,0,30096,0,30096,7.968455848297869,14988.665450648292,BENIGN,False
122,2026-02-02 14:52:55.208898,10.0.0.192,50429,20.190.128.0,443,TCP,118.03568450757153,9,1,14643,833,15476,84.72014240200843,131112.89238134824,BENIGN,False
123,2026-02-02 14:52:55.208902,10.0.0.56,58644,142.250.80.46,24741,UDP,1107.2638108055828,2,4,48,1556,1604,5.418762847161724,1448.6159344745674,BENIGN,False
124,2026-02-02 14:52:55.208907,192.168.1.201,50068,45.8.196.159,18656,TCP,7739.222444104818,2,3,1502,1134,2636,0.646059734826286,340.60269220041795,BENIGN,False
125,2026-02-02 14:52:55.208912,192.168.2.252,59976,202.122.51.199,31497,TCP,2912.7218522958356,23,12,5083,1584,6667,12.01625207446865,2288.9243594423565,BENIGN,False
126,2026-02-02 14:52:55.208917,192.168.2.219,55103,111.243.200.188,32824,TCP,3795.163954411757,5,6,415,108,523,2.8984255047039142,137.80695808728612,BENIGN,False
127,2026-02-02 14:52:55.208922,172.16.0.199,59831,192.168.1.121,30827,ICMP,1098.9767876486803,2,1,3150,148,3298,2.729811979394634,3000.9733026811673,BENIGN,False
128,2026-02-02 14:52:55.208927,192.168.2.42,62473,20.190.128.0,53,TCP,723.2572308595279,2,13,1370,299,1669,20.739509209156214,2307.616058005448,BENIGN,False
129,2026-02-02 14:52:55.208932,192.168.2.176,65518,192.168.1.63,80,TCP,3272.891100003842,1,0,873,0,873,0.30554026071897905,266.7366476076687,BENIGN,False
130,2026-02-02 14:52:55.208937,192.168.2.226,61041,84.150.116.76,443,UDP,45.73126799989618,6,2,906,62,968,174.93501382944729,21167.136673363122,BENIGN,False
131,2026-02-02 14:52:55.208943,192.168.2.177,52524,71.134.166.221,443,UDP,1158.1601685841372,4,6,316,1158,1474,8.634384320283699,1272.7082488098174,BENIGN,False
132,2026-02-02 14:52:55.208948,192.168.2.158,58828,192.168.2.235,22,TCP,2873.201712474489,5,16,985,432,1417,7.308919491738072,493.1780437996594,BENIGN,False
133,2026-02-02 14:52:55.208954,192.168.1.109,60459,110.61.121.146,443,TCP,17221.086048243713,1,0,183,0,183,0.058068346978731034,10.626507497107779,BENIGN,False
134,2026-02-02 14:52:55.208961,172.16.0.13,61129,152.222.29.107,443,TCP,49187.16840959212,21,1,31479,197,31676,0.447271121947929,643.9890935828454,BENIGN,False
135,2026-02-02 14:52:55.208965,10.0.0.75,52408,192.168.1.97,22,TCP,3776.6077646526232,8,7,12688,5684,18372,3.971818344598388,4864.683108464105,BENIGN,False
136,2026-02-02 14:52:55.208970,192.168.2.245,50634,1.1.1.1,64415,TCP,5638.508961216478,16,7,3040,21,3061,4.07909256830158,542.8740152857016,BENIGN,False
137,2026-02-02 14:52:55.208975,192.168.2.26,62768,151.101.1.140,80,UDP,575.8070365857417,3,1,630,205,835,6.946771654125786,1450.1385827987579,BENIGN,False
138,2026-02-02 14:52:55.208980,172.16.0.62,63537,70.252.228.72,443,TCP,5317.8168640914955,5,28,235,2884,3119,6.20555405411423,586.5188816600692,BENIGN,False
139,2026-02-02 14:52:55.208985,192.168.1.248,56150,10.0.0.225,443,UDP,951.9924094723497,7,1,2716,28,2744,8.403428347116835,2882.3759230610744,BENIGN,False
140,2026-02-02 14:52:55.208993,192.168.2.180,62401,1.1.1.1,443,TCP,8541.670759074119,2,7,96,518,614,1.05365803176609,71.88289238937547,BENIGN,False
141,2026-02-02 14:52:55.208998,192.168.1.68,60356,13.107.42.14,80,TCP,956.6543058424052,23,0,9430,0,9430,24.042122488276256,9857.270220193264,BENIGN,False
142,2026-02-02 14:52:55.209003,10.0.0.46,65396,109.206.148.19,53,TCP,436.3650550425798,8,1,64,202,266,20.62493294547107,609.5813514994783,BENIGN,False
143,2026-02-02 14:52:55.209009,192.168.2.188,51805,10.189.79.187,443,TCP,2458.416596019822,4,1,2360,1308,3668,2.0338294201621494,1492.017262630953,BENIGN,False
144,2026-02-02 14:52:55.209013,192.168.2.161,60119,13.107.42.14,443,TCP,10147.508201357496,5,12,380,14916,15296,1.6752881261752322,1507.3651281162558,BENIGN,False
145,2026-02-02 14:52:55.209019,192.168.2.113,53848,113.8.126.254,445,TCP,3242.0570218751855,7,27,4088,7263,11351,10.487169032065516,3501.1722259698727,BENIGN,False
146,2026-02-02 14:52:55.209024,172.16.0.113,57773,192.168.2.37,443,UDP,153.3304596860099,4,3,600,600,1200,45.653029504604625,7826.233629360793,BENIGN,False
147,2026-02-02 14:52:55.209028,10.0.0.63,64419,1.1.1.1,80,TCP,8566.82875817749,47,7,18518,294,18812,6.3033826780363915,2195.9117581337146,BENIGN,False
148,2026-02-02 14:52:55.209034,172.16.0.21,61443,92.10.244.124,19540,ICMP,516.6996042126984,2,1,288,175,463,5.806081474691928,896.071907594121,BENIGN,False
149,2026-02-02 14:52:55.209038,192.168.2.208,64708,8.8.8.8,443,TCP,2953.7701868208583,2,3,1862,135,1997,1.692751867531542,676.0850958920979,BENIGN,False
150,2026-02-02 14:52:55.209044,192.168.2.77,62026,61.50.64.214,25,TCP,13413.062202922938,1,24,406,5760,6166,1.8638547724435417,459.7011410754751,BENIGN,False
151,2026-02-02 14:52:55.209050,192.168.2.178,63069,83.96.215.140,25,UDP,6.352566534116655,5,3,1710,489,2199,1259.333524023047,346159.302415835,BENIGN,False
152,2026-02-02 14:52:55.209054,192.168.1.250,53223,151.101.1.140,443,TCP,1765.547545465726,5,8,1435,1992,3427,7.363154865688303,1941.0409019010626,BENIGN,False
153,2026-02-02 14:52:55.209059,192.168.1.114,54132,172.16.0.246,53608,TCP,4194.286585723928,11,4,3564,596,4160,3.57629353488992,991.8254070094712,BENIGN,False
154,2026-02-02 14:52:55.209063,192.168.2.225,63182,192.168.1.199,3389,TCP,1391.4010148394088,15,25,4380,9975,14355,28.748002605572825,10316.939435074948,BENIGN,False
155,2026-02-02 14:52:55.209068,172.16.0.177,53351,192.168.1.140,80,UDP,357.965345258784,1,4,143,792,935,13.967832546430852,2611.9846861825695,BENIGN,False
156,2026-02-02 14:52:55.209074,172.16.0.176,63252,166.175.152.97,443,TCP,184.51202256230363,2,10,1676,7420,9096,65.03641244270679,49297.60063157175,BENIGN,False
157,2026-02-02 14:52:55.209080,172.16.0.110,52044,140.101.185.227,18815,TCP,4474.027125289983,15,1,4050,65,4115,3.576196467285156,919.753028929901,BENIGN,False
